central_bank,country,year,currency_code,topic_other,topic_international,topic_macro,topic_financial,topic_monetary,topic_fiscal,topic_climate,share_descriptive,share_normative,normative_other,normative_international,normative_macro,normative_financial,normative_monetary,normative_fiscal,normative_climate,monetary_dominance,financial_dominance,fiscal_dominance,monetary_fiscal_coordination,monetary_financial_coordination,financial_dom_or_corp,fiscal_dom_or_corp,number_of_speeches,number_of_sentences,inflation,democracy_ind,polarization_ind,spread,advanced,gdp_real_ppp_capita,fiscal_crisis
bank of spain,ESP,2004,EUR,0.14338919925512103,0.05090006207324643,0.048417132216014895,0.7194289261328367,0.02110490378646803,0.01675977653631285,0,0.702048417132216,0.297951582867784,0.354978354978355,0.2073170731707317,0.24358974358974358,0.29508196721311475,0.23529411764705882,0.4444444444444444,,0.011099899091826439,0.2542885973763875,0.014127144298688193,0.028254288597376387,0.6922300706357215,0.9465186680121089,0.04238143289606458,11,1611,0.030533179900268576,1,0,0.030492890442890497,1,37347.224,0
bank of spain,ESP,2005,EUR,0.16234996841440302,0.04801010739102969,0.0739102969046115,0.6481364497789008,0.04990524320909665,0.017056222362602652,6.317119393556538e-4,0.6632975363234365,0.3367024636765635,0.3540856031128405,0.32894736842105265,0.3076923076923077,0.33528265107212474,0.31645569620253167,0.4444444444444444,0,0.032520325203252036,0.23780487804878048,0.02540650406504065,0.023373983739837397,0.6808943089430894,0.9186991869918699,0.04878048780487805,10,1583,0.033846993721928516,1,0,5.336884469697711e-4,1,37999.007,0
bank of spain,ESP,2006,EUR,0.15982532751091702,0.0462882096069869,0.15021834061135372,0.48995633187772925,0.09956331877729258,0.05152838427947598,0.0026200873362445414,0.7117903930131004,0.28820960698689957,0.41530054644808745,0.22641509433962265,0.23255813953488372,0.26024955436720143,0.2543859649122807,0.423728813559322,0.6666666666666666,0.09262166405023547,0.23547880690737832,0.07535321821036106,0.06907378335949764,0.5274725274725275,0.7629513343799058,0.14442700156985872,9,1145,0.0356071334277418,1,0,0.0076153846153848015,1,38933.747,0
bank of spain,ESP,2007,EUR,0.1750841750841751,0.06846240179573512,0.25813692480359146,0.18855218855218855,0.2356902356902357,0.07407407407407407,0,0.7485970819304153,0.25140291806958476,0.3782051282051282,0.2786885245901639,0.16956521739130434,0.16071428571428573,0.28095238095238095,0.3484848484848485,,0.444141689373297,0.1335149863760218,0.1444141689373297,0.10354223433242507,0.17438692098092642,0.3079019073569482,0.24795640326975477,6,891,0.028437996129465813,1,0,0.05794615384615387,1,39557.319,0
bank of spain,ESP,2008,EUR,0.12126537785588752,0.03954305799648506,0.20210896309314588,0.5017574692442882,0.07205623901581722,0.056239015817223195,0.0026362038664323375,0.7293497363796133,0.27065026362038663,0.39855072463768115,0.15555555555555556,0.23478260869565218,0.23467600700525393,0.23170731707317074,0.515625,0.6666666666666666,0.07806691449814127,0.39776951672862454,0.08921933085501858,0.10966542750929369,0.3252788104089219,0.7230483271375465,0.19888475836431227,8,1138,0.041308438595107404,1,0,0.2505982517482517,1,39260.537,0
bank of spain,ESP,2009,EUR,0.21338582677165355,0.03464566929133858,0.27795275590551183,0.26456692913385826,0.06220472440944882,0.14566929133858267,0.0015748031496062992,0.6992125984251969,0.30078740157480316,0.3800738007380074,0.25,0.3087818696883853,0.24107142857142858,0.1518987341772152,0.34594594594594597,1,0.05827067669172932,0.2518796992481203,0.29699248120300753,0.16917293233082706,0.2236842105263158,0.4755639097744361,0.46616541353383456,10,1270,-0.0023914384339865998,1,0,0.7696400932400933,1,37468.845,0
bank of spain,ESP,2010,EUR,0.17830731306491374,0.038619556285949055,0.16433853738701726,0.43467543138866066,0.02875924404272802,0.15283483976992604,8.216926869350862e-4,0.7082990961380444,0.29170090386195563,0.34101382488479265,0.3617021276595745,0.305,0.23062381852551986,0.2857142857142857,0.3763440860215054,0,0.00723589001447178,0.36468885672937773,0.2460202604920405,0.14327062228654125,0.23878437047756873,0.6034732272069464,0.38929088277858176,10,1217,0.020424765706352068,1,0,1.1156146161130533,1,37373.569,0
bank of spain,ESP,2011,EUR,0.20408163265306123,0.0397422126745435,0.12244897959183673,0.48764769065520946,0.02577873254564984,0.11922663802363051,0.0010741138560687433,0.6970998925886144,0.3029001074113856,0.3894736842105263,0.1891891891891892,0.3157894736842105,0.2511013215859031,0.2916666666666667,0.3963963963963964,0,0.0136986301369863,0.3447488584474886,0.22146118721461186,0.15753424657534246,0.2625570776255708,0.6073059360730594,0.3789954337899543,9,931,0.030496943927717242,1,0,2.4116311662296037,1,36931.445,0
bank of spain,ESP,2012,EUR,0.17944397641112048,0.05728727885425442,0.13732097725358045,0.2594776748104465,0.07413647851727043,0.2889637742207245,0.0016849199663016006,0.7076663858466723,0.2923336141533277,0.37089201877934275,0.1323529411764706,0.26380368098159507,0.22727272727272727,0.23863636363636365,0.36443148688046645,0,0.03407601572739188,0.17562254259501967,0.4325032765399738,0.15072083879423329,0.20707732634338138,0.382699868938401,0.583224115334207,11,1187,0.02436458161412769,1,0,4.170967067307693,1,35814.51,0
bank of spain,ESP,2013,EUR,0.1307490144546649,0.042706964520367936,0.13469119579500657,0.5045992115637319,0.08409986859395532,0.10249671484888305,0,0.7805519053876478,0.21944809461235218,0.2964824120603015,0.07692307692307693,0.15609756097560976,0.21614583333333334,0.2109375,0.28846153846153844,,0.05374077976817703,0.26343519494204426,0.11696522655426765,0.06954689146469968,0.49631190727081137,0.7597471022128557,0.18651211801896733,18,1522,0.015296155317906325,1,0,3.3951757575757577,1,35443.831,0
bank of spain,ESP,2014,EUR,0.09683544303797469,0.04430379746835443,0.11265822784810127,0.5468354430379747,0.12151898734177215,0.07784810126582278,0,0.8126582278481013,0.18734177215189873,0.30718954248366015,0.14285714285714285,0.09550561797752809,0.18287037037037038,0.17708333333333334,0.24390243902439024,,0.11042311661506708,0.2889576883384933,0.09597523219814241,0.05779153766769866,0.44685242518059853,0.7358101135190919,0.15376676986584106,19,1580,-0.0019042896107117012,1,0,1.7793651223776226,1,36046.055,0
bank of spain,ESP,2015,EUR,0.10163652024117141,0.037037037037037035,0.20155038759689922,0.4427217915590009,0.1335055986218777,0.08354866494401378,0,0.7820844099913867,0.21791559000861327,0.3474576271186441,0.13953488372093023,0.1452991452991453,0.22178988326848248,0.2064516129032258,0.26804123711340205,,0.15933232169954475,0.18361153262518967,0.11684370257966616,0.1062215477996965,0.4339908952959029,0.6176024279210925,0.22306525037936267,14,1161,-0.006290183140719203,1,1,1.21950975743007,1,37465.347,0
bank of spain,ESP,2016,EUR,0.1263498920086393,0.023758099352051837,0.10043196544276457,0.6155507559395248,0.06911447084233262,0.06479481641468683,0,0.7494600431965442,0.2505399568034557,0.3247863247863248,0.09090909090909091,0.1935483870967742,0.25087719298245614,0.109375,0.4,,0.06998158379373849,0.24861878453038674,0.0847145488029466,0.08287292817679558,0.5138121546961326,0.7624309392265194,0.16758747697974216,12,926,-0.003370000000000033,1,1,1.2472457568473194,1,38570.376,
bank of spain,ESP,2017,EUR,0.18298714144411474,0.032640949554896145,0.1641938674579624,0.3135509396636993,0.10484668644906034,0.20178041543026706,0,0.7537091988130564,0.24629080118694363,0.3081081081081081,0.09090909090909091,0.14457831325301204,0.2586750788643533,0.20754716981132076,0.29901960784313725,,0.13253012048192772,0.14859437751004015,0.3172690763052209,0.13855421686746988,0.26305220883534136,0.41164658634538154,0.45582329317269077,13,1011,0.020368642324634027,1,1,1.1958775240384616,1,39647.785,
bank of spain,ESP,2018,EUR,0.21303142329020333,0.0522181146025878,0.13724584103512014,0.3914048059149723,0.08872458410351201,0.11598890942698706,4.621072088724584e-4,0.7213493530499075,0.2786506469500924,0.351409978308026,0.23893805309734514,0.21212121212121213,0.2550177095631641,0.25,0.3466135458167331,0,0.0820969337289812,0.1661721068249258,0.1632047477744807,0.13748763600395647,0.45103857566765576,0.6172106824925816,0.3006923837784372,26,2164,0.017356160207683918,1,1,0.96305,1,40382.949,
bank of spain,ESP,2019,EUR,0.19262193612280268,0.050507551374102504,0.10324337707353305,0.4431790047041347,0.0812082198564001,0.06882891804902204,0.06041099282000495,0.7390443179004704,0.2609556820995296,0.3097686375321337,0.2107843137254902,0.16786570743405277,0.2441340782122905,0.2652439024390244,0.3669064748201439,0.30327868852459017,0.08700155359917142,0.2340756084930088,0.09891248058001036,0.09321595028482652,0.48679440704298294,0.7208700155359917,0.19212843086483689,31,4039,0.007790601016837725,1,1,0.9964991003787879,1,40854.649,
bank of spain,ESP,2020,EUR,0.2452865761689291,0.032805429864253395,0.16383861236802413,0.28035444947209653,0.11500754147812971,0.13178733031674209,0.030542986425339366,0.7119155354449472,0.28808446455505277,0.3220599538816295,0.25862068965517243,0.21518987341772153,0.24075319435104237,0.260655737704918,0.4406294706723891,0.32098765432098764,0.10989412194231471,0.15370573201898502,0.171960569550931,0.21650237312887916,0.3479372033588901,0.5016429353778752,0.38846294267981013,33,5304,-0.0033664543850226263,1,1,0.8675333916083916,1,36036.17,
bank of spain,ESP,2021,EUR,0.18585526315789475,0.03289473684210526,0.09786184210526316,0.42023026315789475,0.12171052631578948,0.07730263157894737,0.06291118421052631,0.7072368421052632,0.29276315789473684,0.34513274336283184,0.4,0.17647058823529413,0.2602739726027397,0.28040540540540543,0.40425531914893614,0.37254901960784315,0.10592938041305797,0.19253830779480346,0.05729513657561625,0.15056628914057296,0.4936708860759494,0.6862091938707529,0.2078614257161892,23,2432,0.030073234340265414,1,1,0.6617724431818182,1,37991.215,
bank of spain,ESP,2022,EUR,0.19426299346776485,0.04231752343084351,0.1400170406134621,0.23146833285998297,0.2735018460664584,0.08122692416927009,0.03578528827037773,0.7619994319795512,0.23800056802044875,0.27046783625730997,0.20134228187919462,0.12170385395537525,0.17668711656441718,0.2367601246105919,0.5454545454545454,0.2777777777777778,0.33580387685290763,0.14823261117445838,0.10205245153933866,0.18757126567844926,0.22633979475484606,0.37457240592930446,0.2896237172177879,29,3521,0.08323212317121029,1,1,0.9434632958187645,1,39899.45,
bank of spain,ESP,2023,EUR,0.16854678168546783,0.06436629064366291,0.08759124087591241,0.2859986728599867,0.19110816191108163,0.09422694094226941,0.10816191108161911,0.7531519575315195,0.2468480424684804,0.2637795275590551,0.17525773195876287,0.14393939393939395,0.24361948955916474,0.22569444444444445,0.39436619718309857,0.26380368098159507,0.21012658227848102,0.18354430379746836,0.1291139240506329,0.14936708860759493,0.3278481012658228,0.5113924050632911,0.27848101265822783,13,1507,0.04303690479270697,,,1.0328497189050867,1,40336.641,
bank of tanzania,TZA,1997,TZS,,,,,,,,,,,,,,,,,,,,,,,,,,0.16137629514284013,1,0,,0,1310.988,1
bank of tanzania,TZA,1998,TZS,,,,,,,,,,,,,,,,,,,,,,,,,,0.12778794832787552,1,0,,0,1329.631,1
bank of tanzania,TZA,1999,TZS,,,,,,,,,,,,,,,,,,,,,,,,,,0.0788884062278517,1,0,,0,1361.659,1
bank of tanzania,TZA,2000,TZS,,,,,,,,,,,,,,,,,,,,,,,,,,0.05955774059907389,0,0,,0,1393.995,1
bank of tanzania,TZA,2001,TZS,,,,,,,,,,,,,,,,,,,,,,,,,,0.05147000000000006,0,0,,0,1439.503,0
bank of tanzania,TZA,2002,TZS,,,,,,,,,,,,,,,,,,,,,,,,,,0.045555270240710544,0,0,,0,1501.195,0
bank of tanzania,TZA,2003,TZS,,,,,,,,,,,,,,,,,,,,,,,,,,0.04428900188289657,0,0,,0,1560.281,1
bank of tanzania,TZA,2004,TZS,,,,,,,,,,,,,,,,,,,,,,,,,,0.04139156490078924,0,0,,0,1635.526,0
bank of tanzania,TZA,2005,TZS,,,,,,,,,,,,,,,,,,,,,,,,,,0.04358554007260073,0,0,,0,1707.169,0
bank of tanzania,TZA,2006,TZS,,,,,,,,,,,,,,,,,,,,,,,,,,0.07250999847718581,0,0,,0,1737.112,1
bank of tanzania,TZA,2007,TZS,,,,,,,,,,,,,,,,,,,,,,,,,,0.070275602319603,0,0,,0,1831.685,1
bank of tanzania,TZA,2008,TZS,,,,,,,,,,,,,,,,,,,,,,,,,,0.10276497695852527,0,0,,0,1880.465,1
bank of tanzania,TZA,2009,TZS,,,,,,,,,,,,,,,,,,,,,,,,,,0.1214400587572339,0,0,,0,1925.555,1
bank of tanzania,TZA,2010,TZS,,,,,,,,,,,,,,,,,,,,,,,,,,0.0719125103038652,0,0,,0,1989.224,1
bank of tanzania,TZA,2011,TZS,,,,,,,,,,,,,,,,,,,,,,,,,,0.12691264385978773,0,0,,0,2084.1,0
bank of tanzania,TZA,2012,TZS,,,,,,,,,,,,,,,,,,,,,,,,,,0.1600093479784997,0,0,,0,2127,0
bank of tanzania,TZA,2013,TZS,0.21052631578947367,0.017543859649122806,0.017543859649122806,0.7543859649122807,0,0,0,0.7894736842105263,0.21052631578947367,0.3333333333333333,1,1,0.13953488372093023,,,,0,0.3076923076923077,0,0,0.6923076923076923,1,0,1,57,0.07869564516648929,0,0,,0,2204.25,0
bank of tanzania,TZA,2014,TZS,,,,,,,,,,,,,,,,,,,,,,,,,,0.061322675232990426,0,0,,0,2283.078,0
bank of tanzania,TZA,2015,TZS,,,,,,,,,,,,,,,,,,,,,,,,,,0.05588599664944469,0,1,,0,2352.072,0
bank of tanzania,TZA,2016,TZS,,,,,,,,,,,,,,,,,,,,,,,,,,0.051694771191722826,0,1,,0,2439.363,
bank of tanzania,TZA,2017,TZS,,,,,,,,,,,,,,,,,,,,,,,,,,0.05319472616632858,0,1,,0,2527.809,
bank of tanzania,TZA,2018,TZS,,,,,,,,,,,,,,,,,,,,,,,,,,0.035085343540854304,0,1,,0,2624.349,
bank of tanzania,TZA,2019,TZS,,,,,,,,,,,,,,,,,,,,,,,,,,0.03447754554995735,0,1,,0,2725.857,
bank of tanzania,TZA,2020,TZS,,,,,,,,,,,,,,,,,,,,,,,,,,0.03289004052588085,0,1,,0,2774.452,
bank of tanzania,TZA,2021,TZS,,,,,,,,,,,,,,,,,,,,,,,,,,0.03689817019250401,0,0,,0,2827.428,
bank of tanzania,TZA,2022,TZS,,,,,,,,,,,,,,,,,,,,,,,,,,0.043504615756023594,0,0,,0,2874.31,
bank of tanzania,TZA,2023,TZS,,,,,,,,,,,,,,,,,,,,,,,,,,0.048759634365609206,,,,0,2936.62,
bank of thailand,THA,1997,THB,,,,,,,,,,,,,,,,,,,,,,,,,,0.05631573572960273,0,1,,0,10059.377,1
bank of thailand,THA,1998,THB,,,,,,,,,,,,,,,,,,,,,,,,,,0.07960752090482857,1,1,,0,9180.02,1
bank of thailand,THA,1999,THB,,,,,,,,,,,,,,,,,,,,,,,,,,0.0023728510028654197,1,1,,0,9489.818,1
bank of thailand,THA,2000,THB,0.35030864197530864,0.040123456790123455,0.06944444444444445,0.35030864197530864,0.11265432098765432,0.07253086419753087,0.0030864197530864196,0.6651234567901234,0.33487654320987653,0.3788546255506608,0.19230769230769232,0.26666666666666666,0.2599118942731278,0.3835616438356164,0.5319148936170213,1,0.2512820512820513,0.27692307692307694,0.12307692307692308,0.06666666666666667,0.28205128205128205,0.558974358974359,0.18974358974358974,7,648,0.016987508746854934,1,1,,0,9809.622,1
bank of thailand,THA,2001,THB,0.2227204783258595,0.10463378176382661,0.13901345291479822,0.34678624813153963,0.12855007473841554,0.05530642750373692,0.0014947683109118087,0.6831091180866966,0.31689088191330345,0.4161073825503356,0.08571428571428572,0.25806451612903225,0.3017241379310345,0.4069767441860465,0.35135135135135137,1,0.21532846715328466,0.21897810218978103,0.08394160583941605,0.145985401459854,0.3357664233576642,0.5547445255474452,0.22992700729927007,6,669,0.016103531065175297,1,1,,0,10053.815,0
bank of thailand,THA,2002,THB,0.2630853994490358,0.05234159779614325,0.14738292011019283,0.34573002754820936,0.13360881542699724,0.05785123966942149,0,0.6831955922865014,0.3168044077134986,0.36649214659685864,0.10526315789473684,0.2616822429906542,0.3147410358565737,0.28865979381443296,0.5,,0.22653721682847897,0.29449838187702265,0.0744336569579288,0.13268608414239483,0.27184466019417475,0.5663430420711975,0.20711974110032363,9,726,0.006613070539419133,1,1,,0,10583.76,0
bank of thailand,THA,2003,THB,0.16028708133971292,0.12200956937799043,0.18660287081339713,0.3875598086124402,0.07894736842105263,0.0645933014354067,0,0.7416267942583732,0.2583732057416268,0.34328358208955223,0.21568627450980393,0.20512820512820512,0.2962962962962963,0.2727272727272727,0.037037037037037035,,0.047619047619047616,0.24603174603174602,0.1349206349206349,0.12698412698412698,0.4444444444444444,0.6904761904761905,0.2619047619047619,5,418,0.018120142556571645,1,0,,0,11260.158,0
bank of thailand,THA,2004,THB,0.1940700808625337,0.0444743935309973,0.08490566037735849,0.6172506738544474,0.04582210242587601,0.012129380053908356,0,0.7129380053908356,0.28706199460916443,0.3125,0.12121212121212122,0.09523809523809523,0.31222707423580787,0.35294117647058826,0.3333333333333333,,0.07988980716253444,0.3884297520661157,0.008264462809917356,0.027548209366391185,0.49586776859504134,0.8842975206611571,0.03581267217630854,11,742,0.028116345437420046,1,1,,0,11886.325,0
bank of thailand,THA,2005,THB,0.2287390029325513,0.026392961876832845,0.011730205278592375,0.6744868035190615,0.05865102639296188,0,0,0.6422287390029325,0.35777126099706746,0.38461538461538464,0.2222222222222222,0.5,0.3565217391304348,0.3,,,0.03875968992248062,0.35658914728682173,0,0.023255813953488372,0.5813953488372093,0.937984496124031,0.023255813953488372,3,341,0.04467203587983551,1,1,,0,12304.402,0
bank of thailand,THA,2006,THB,0.33512931034482757,0.10775862068965517,0.05064655172413793,0.3599137931034483,0.11422413793103449,0.007543103448275862,0.02478448275862069,0.6573275862068966,0.3426724137931034,0.4115755627009646,0.28,0.2553191489361702,0.3023952095808383,0.3490566037735849,0.42857142857142855,0.391304347826087,0.1825726141078838,0.3070539419087137,0.024896265560165973,0.04149377593360996,0.44398340248962653,0.7510373443983402,0.06639004149377593,12,928,0.047120418848167464,0,1,,0,12837.878,0
bank of thailand,THA,2007,THB,0.20942760942760943,0.12323232323232323,0.19057239057239056,0.32861952861952864,0.13131313131313133,0.014141414141414142,6.734006734006734e-4,0.7212121212121212,0.2787878787878788,0.33762057877813506,0.18032786885245902,0.2968197879858657,0.24180327868852458,0.3384615384615385,0.3333333333333333,0,0.1672185430463576,0.30960264900662254,0.016556291390728478,0.08443708609271523,0.42218543046357615,0.7317880794701986,0.10099337748344371,16,1485,0.02166250000000005,0,1,,0,13460.061,0
bank of thailand,THA,2008,THB,0.19082908754052802,0.10930986567855489,0.16442797591477537,0.37193144974525244,0.11069939786938397,0.025011579434923575,0.026864289022695692,0.7123668364983788,0.2876331635016211,0.3907766990291262,0.1694915254237288,0.22816901408450704,0.2714819427148194,0.39748953974895396,0.2222222222222222,0.2413793103448276,0.15052631578947367,0.2894736842105263,0.03263157894736842,0.08736842105263158,0.44,0.7294736842105263,0.12,22,2159,0.05486156142561749,0,1,,0,13620.532,0
bank of thailand,THA,2009,THB,0.15384615384615385,0.058161350844277676,0.1529080675422139,0.5225140712945591,0.0947467166979362,0.0150093808630394,9.380863039399625e-4,0.7195121951219512,0.2804878048780488,0.4024390243902439,0.20967741935483872,0.18404907975460122,0.2710951526032316,0.33663366336633666,0.3125,0,0.055105348460291734,0.3014586709886548,0.017828200972447326,0.10048622366288493,0.5251215559157212,0.826580226904376,0.11831442463533225,15,1066,-0.008698980479487804,0,1,,0,13458.527,0
bank of thailand,THA,2010,THB,0.16020942408376965,0.08900523560209424,0.16858638743455498,0.42094240837696334,0.12041884816753927,0.03664921465968586,0.0010471204188481676,0.6994764397905759,0.30052356020942406,0.35294117647058826,0.21176470588235294,0.21739130434782608,0.2960199004975124,0.4,0.37142857142857144,0,0.07526881720430108,0.24372759856630824,0.043010752688172046,0.09498207885304659,0.543010752688172,0.7867383512544803,0.13799283154121864,14,955,0.03298349070401445,0,1,,0,14399.045,0
bank of thailand,THA,2011,THB,0.19187358916478556,0.14108352144469527,0.23024830699774265,0.15914221218961624,0.20090293453724606,0.07110609480812641,0.002257336343115124,0.654627539503386,0.345372460496614,0.38235294117647056,0.176,0.28431372549019607,0.3971631205673759,0.38764044943820225,0.5396825396825397,1,0.2513089005235602,0.14921465968586387,0.08900523560209424,0.18586387434554974,0.32460732984293195,0.4738219895287958,0.27486910994764396,12,886,0.03810343655845779,0,1,,0,14450.479,0
bank of thailand,THA,2012,THB,0.2669649515287099,0.12453392990305742,0.14914243102162567,0.3460104399701715,0.07680835197613721,0.0343027591349739,0.0014914243102162564,0.6793437733035048,0.32065622669649513,0.3743016759776536,0.19760479041916168,0.32,0.3103448275862069,0.33980582524271846,0.41304347826086957,0.5,0.12127236580516898,0.2147117296222664,0.039761431411530816,0.10139165009940358,0.5228628230616302,0.7375745526838966,0.1411530815109344,17,1341,0.030125477359519863,1,1,,0,15424.544,0
bank of thailand,THA,2013,THB,0.2629310344827586,0.10258620689655172,0.2827586206896552,0.16982758620689656,0.13017241379310346,0.03620689655172414,0.010344827586206896,0.6724137931034483,0.3275862068965517,0.4163934426229508,0.16806722689075632,0.3079268292682927,0.27918781725888325,0.32450331125827814,0.40476190476190477,0.75,0.20105820105820105,0.164021164021164,0.05291005291005291,0.1931216931216931,0.3888888888888889,0.5529100529100529,0.24603174603174602,14,1160,0.021851267331137285,0,1,,0,15767.361,0
bank of thailand,THA,2014,THB,0.23221757322175732,0.09623430962343096,0.2395397489539749,0.2897489539748954,0.10774058577405858,0.032426778242677826,0.0020920502092050207,0.7217573221757322,0.27824267782426776,0.33783783783783783,0.14130434782608695,0.30131004366812225,0.26714801444043323,0.21359223300970873,0.3870967741935484,0.5,0.09343434343434344,0.2222222222222222,0.06818181818181818,0.13383838383838384,0.4823232323232323,0.7045454545454546,0.20202020202020202,12,956,0.018948110371706395,0,1,,0,15854.132,0
bank of thailand,THA,2015,THB,0.28176100628930817,0.13836477987421383,0.12327044025157233,0.31949685534591193,0.09433962264150944,0.028930817610062894,0.013836477987421384,0.6918238993710691,0.3081761006289308,0.3705357142857143,0.17272727272727273,0.23469387755102042,0.30708661417322836,0.37333333333333335,0.34782608695652173,0.5454545454545454,0.0959409594095941,0.2656826568265683,0.055350553505535055,0.09225092250922509,0.4907749077490775,0.7564575645756457,0.14760147601476015,8,795,-0.008992695977701371,0,1,,0,16285.387,0
bank of thailand,THA,2016,THB,0.26649076517150394,0.12005277044854881,0.11345646437994723,0.39313984168865435,0.08047493403693931,0.0158311345646438,0.006596306068601583,0.6715039577836411,0.32849604221635886,0.3910891089108911,0.2087912087912088,0.1744186046511628,0.3624161073825503,0.3770491803278688,0.16666666666666666,0.4,0.07575757575757576,0.26136363636363635,0,0.045454545454545456,0.6174242424242424,0.8787878787878788,0.045454545454545456,7,758,0.001878502946067387,0,1,,0,16782.099,
bank of thailand,THA,2017,THB,0.32116788321167883,0.09671532846715329,0.09124087591240876,0.39416058394160586,0.021897810218978103,0.06934306569343066,0.0036496350364963502,0.6879562043795621,0.31204379562043794,0.36363636363636365,0.11320754716981132,0.38,0.27314814814814814,0.25,0.47368421052631576,0.5,0.005494505494505495,0.22527472527472528,0.07692307692307693,0.13736263736263737,0.554945054945055,0.7802197802197802,0.21428571428571427,6,548,0.006649522033585731,0,1,,0,17422.952,
bank of thailand,THA,2018,THB,0.2771929824561403,0.03976608187134503,0.17076023391812867,0.3894736842105263,0.07017543859649122,0.017543859649122806,0.03508771929824561,0.6760233918128655,0.32397660818713453,0.35443037974683544,0.058823529411764705,0.2876712328767123,0.33633633633633636,0.31666666666666665,0.4666666666666667,0.36666666666666664,0.109375,0.23828125,0.03125,0.02734375,0.59375,0.83203125,0.05859375,11,855,0.01065648854961829,0,1,,0,18101.518,
bank of thailand,THA,2019,THB,0.3241106719367589,0.11067193675889328,0.1482213438735178,0.2766798418972332,0.04940711462450593,0.015810276679841896,0.07509881422924901,0.7154150197628458,0.2845849802371542,0.2865853658536585,0.19642857142857142,0.21333333333333335,0.34285714285714286,0.44,0.375,0.21052631578947367,0.02027027027027027,0.41216216216216217,0.02702702702702703,0.04054054054054054,0.5,0.9121621621621622,0.06756756756756757,6,506,0.007059629193228473,0,1,,0,18431.951,
bank of thailand,THA,2020,THB,,,,,,,,,,,,,,,,,,,,,,,,,,-0.008470169403388152,0,1,,0,17253.068,
bank of thailand,THA,2021,THB,0.2949061662198391,0.04289544235924933,0.2359249329758713,0.24396782841823056,0.021447721179624665,0.05361930294906166,0.10187667560321716,0.7962466487935657,0.2037533512064343,0.23636363636363636,0,0.13636363636363635,0.2087912087912088,0.125,0.2,0.3684210526315789,0.08108108108108109,0.10810810810810811,0.17567567567567569,0.25675675675675674,0.3783783783783784,0.4864864864864865,0.43243243243243246,3,373,0.012314550534033986,0,1,,0,17484.994,
bank of thailand,THA,2022,THB,0.22849462365591397,0.0967741935483871,0.20967741935483872,0.21505376344086022,0.21774193548387097,0.016129032258064516,0.016129032258064516,0.717741935483871,0.28225806451612906,0.3176470588235294,0.3333333333333333,0.23076923076923078,0.225,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.3252032520325203,0.17073170731707318,0.04065040650406504,0.0975609756097561,0.36585365853658536,0.5365853658536586,0.13821138211382114,3,372,0.0607739210138285,0,1,,0,17914.655,
bank of thailand,THA,2023,THB,0.3627450980392157,0.00980392156862745,0.09803921568627451,0.22549019607843138,0.10784313725490197,0,0.19607843137254902,0.696078431372549,0.30392156862745096,0.2702702702702703,1,0,0.34782608695652173,0.36363636363636365,,0.4,0.04878048780487805,0.36585365853658536,0,0,0.5853658536585366,0.9512195121951219,0,2,102,0.028430009767826295,,,,0,18497.021,
bank of uganda,UGA,1997,UGX,,,,,,,,,,,,,,,,,,,,,,,,,,0.0772834630425523,0,0,,0,1273.14,0
bank of uganda,UGA,1998,UGX,,,,,,,,,,,,,,,,,,,,,,,,,,0.05833303382093955,0,0,,0,1309.636,1
bank of uganda,UGA,1999,UGX,,,,,,,,,,,,,,,,,,,,,,,,,,0.05759695714188677,0,0,,0,1369.427,1
bank of uganda,UGA,2000,UGX,,,,,,,,,,,,,,,,,,,,,,,,,,0.03381285723460281,0,0,,0,1377.299,1
bank of uganda,UGA,2001,UGX,,,,,,,,,,,,,,,,,,,,,,,,,,0.019226587979499915,0,0,,0,1451.028,1
bank of uganda,UGA,2002,UGX,,,,,,,,,,,,,,,,,,,,,,,,,,-0.003017004936917067,0,0,,0,1503.316,1
bank of uganda,UGA,2003,UGX,,,,,,,,,,,,,,,,,,,,,,,,,,0.0871160018340209,0,0,,0,1540.368,1
bank of uganda,UGA,2004,UGX,,,,,,,,,,,,,,,,,,,,,,,,,,0.03666526079010269,0,0,,0,1574.955,1
bank of uganda,UGA,2005,UGX,0.48863636363636365,0.005681818181818182,0,0.4090909090909091,0.03977272727272727,0.056818181818181816,0,0.7386363636363636,0.26136363636363635,0.32558139534883723,0,,0.18055555555555555,0.42857142857142855,0.2,,0.06451612903225806,0.3548387096774194,0.16129032258064516,0,0.41935483870967744,0.7741935483870968,0.16129032258064516,2,176,0.08600721473324471,0,0,,0,1676.199,1
bank of uganda,UGA,2006,UGX,0.4268292682926829,0.02032520325203252,0.04878048780487805,0.3699186991869919,0.11382113821138211,0.02032520325203252,0,0.6951219512195121,0.3048780487804878,0.29523809523809524,0.2,0.16666666666666666,0.2967032967032967,0.4642857142857143,0.2,,0.1511627906976744,0.16279069767441862,0.011627906976744186,0.20930232558139536,0.46511627906976744,0.627906976744186,0.22093023255813954,8,246,0.07220279720279717,0,0,,0,1734.945,1
bank of uganda,UGA,2007,UGX,0.363905325443787,0.03550295857988166,0.05621301775147929,0.3757396449704142,0.16568047337278108,0.0029585798816568047,0,0.6982248520710059,0.30177514792899407,0.3089430894308943,0.16666666666666666,0.15789473684210525,0.2992125984251969,0.375,0,,0.24509803921568626,0.27450980392156865,0,0.029411764705882353,0.45098039215686275,0.7254901960784313,0.029411764705882353,8,338,0.06088840232000197,0,0,,0,1811.853,0
