central_bank,country,year,currency_code,topic_other,topic_international,topic_macro,topic_financial,topic_monetary,topic_fiscal,topic_climate,share_descriptive,share_normative,normative_other,normative_international,normative_macro,normative_financial,normative_monetary,normative_fiscal,normative_climate,monetary_dominance,financial_dominance,fiscal_dominance,monetary_fiscal_coordination,monetary_financial_coordination,financial_dom_or_corp,fiscal_dom_or_corp,number_of_speeches,number_of_sentences,inflation,democracy_ind,polarization_ind,spread,advanced,gdp_real_ppp_capita,fiscal_crisis
czech national bank,CZE,2019,CZK,0.29411764705882354,0.058823529411764705,0.23529411764705882,0.11764705882352941,0.29411764705882354,0,0,0.7254901960784313,0.27450980392156865,0.3333333333333333,0,0.4166666666666667,0,0.26666666666666666,,,0.5833333333333334,0,0,0.08333333333333333,0.3333333333333333,0.3333333333333333,0.08333333333333333,1,51,0.028478669476562055,1,0,1.7943834863053612,1,41231.947,
czech national bank,CZE,2020,CZK,,,,,,,,,,,,,,,,,,,,,,,,,,0.03161285558693763,1,0,1.683673876970487,1,38802.147,
czech national bank,CZE,2021,CZK,0.28061224489795916,0,0.12755102040816327,0.10204081632653061,0.3622448979591837,0.10204081632653061,0.025510204081632654,0.7551020408163265,0.24489795918367346,0.23636363636363636,,0.12,0.05,0.28169014084507044,0.45,0.4,0.40625,0.10416666666666667,0.14583333333333334,0.1875,0.15625,0.2604166666666667,0.3333333333333333,1,196,0.038392369840829686,1,1,2.001337802301865,1,40151.251,
czech national bank,CZE,2022,CZK,0.21333333333333335,0.10666666666666667,0.10666666666666667,0.02666666666666667,0.4266666666666667,0.12,0,0.64,0.36,0.4375,0,0.25,0.5,0.46875,0.2222222222222222,,0.5106382978723404,0,0.1702127659574468,0.3191489361702128,0,0,0.48936170212765956,1,75,0.15100208516431432,1,0,3.194685147144522,1,41855.538,
czech national bank,CZE,2023,CZK,0.2564102564102564,0.003663003663003663,0.13186813186813187,0.06593406593406594,0.45787545787545786,0.07692307692307693,0,0.7032967032967034,0.2967032967032967,0.4,0,0.1111111111111111,0.05555555555555555,0.296,0.47619047619047616,,0.4672131147540984,0.05737704918032787,0.19672131147540983,0.14754098360655737,0.13114754098360656,0.1885245901639344,0.3442622950819672,2,273,0.11775450468996795,,,2.3588633089133086,1,41571.395,
deutsche bundesbank,DEU,1997,EUR,0.2559055118110236,0.12335958005249344,0.06561679790026247,0.11286089238845144,0.3569553805774278,0.08530183727034121,0,0.6850393700787402,0.31496062992125984,0.3641025641025641,0.20212765957446807,0.3,0.18604651162790697,0.3492647058823529,0.36923076923076925,,0.45901639344262296,0.1377049180327869,0.14754098360655737,0.16721311475409836,0.08852459016393442,0.2262295081967213,0.31475409836065577,6,762,0.015079291722234638,1,0,0,1,40708.374,0
deutsche bundesbank,DEU,1998,EUR,0.27379784102060845,0.10533202486097482,0.047105004906771344,0.30029440628066734,0.24501144913313705,0.028132155708210663,3.2711808963035657e-4,0.6957801766437685,0.3042198233562316,0.33572281959378736,0.2701863354037267,0.2013888888888889,0.27233115468409586,0.32176234979973295,0.47674418604651164,1,0.33891992551210426,0.2346368715083799,0.040968342644320296,0.08659217877094973,0.2988826815642458,0.5335195530726257,0.12756052141527002,25,3057,0.005957723577235751,1,0,0,1,41563.467,0
deutsche bundesbank,DEU,1999,EUR,0.2392616258430955,0.09726659566915158,0.05786297479588214,0.2854100106496273,0.26198083067092653,0.058217962371317,0,0.7014554490592829,0.2985445509407171,0.327893175074184,0.22262773722627738,0.27607361963190186,0.25,0.3319783197831978,0.4146341463414634,,0.36027515047291486,0.18658641444539983,0.0825451418744626,0.0997420464316423,0.2708512467755804,0.45743766122098023,0.1822871883061049,23,2817,0.006465545110108234,1,0,0,1,42360.045,0
deutsche bundesbank,DEU,2000,EUR,0.18536071616640337,0.14323328067403895,0.09162717219589257,0.3338599262769879,0.16482359136387573,0.08056872037914692,0,0.7435492364402317,0.2564507635597683,0.3153409090909091,0.16544117647058823,0.25287356321839083,0.21766561514195584,0.30670926517571884,0.33986928104575165,,0.27414330218068533,0.16822429906542055,0.1308411214953271,0.09345794392523364,0.3333333333333333,0.5015576323987538,0.22429906542056074,15,1899,0.014132822838641817,1,0,0,1,43571.703,0
deutsche bundesbank,DEU,2001,EUR,0.20738820479585224,0.13480233311730394,0.1286454957874271,0.20090732339598186,0.27090084251458196,0.057031756318859365,0,0.7397926117952042,0.26020738820479583,0.340625,0.1875,0.20151133501259447,0.2,0.2930622009569378,0.32386363636363635,,0.41139896373056994,0.09326424870466321,0.11398963730569948,0.14818652849740932,0.23316062176165803,0.32642487046632124,0.2621761658031088,17,3086,0.019003458629470563,1,0,0,1,44273.705,0
deutsche bundesbank,DEU,2002,EUR,0.16084977238239756,0.07966616084977238,0.19802731411229135,0.25796661608497723,0.18437025796661607,0.11836115326251896,0,0.7261001517450683,0.2738998482549317,0.330188679245283,0.14285714285714285,0.20306513409961685,0.2529411764705882,0.3333333333333333,0.358974358974359,,0.1928721174004193,0.25366876310272535,0.2222222222222222,0.1111111111111111,0.22012578616352202,0.47379454926624737,0.3333333333333333,9,1318,0.01326569940198666,1,0,0,1,44151.731,0
deutsche bundesbank,DEU,2003,EUR,0.2549019607843137,0.055088702147525676,0.14565826330532214,0.08683473389355742,0.20074696545284781,0.2530345471521942,0.0018674136321195146,0.6517273576097106,0.34827264239028943,0.39194139194139194,0.3389830508474576,0.3525641025641026,0.20430107526881722,0.24186046511627907,0.43911439114391143,0.5,0.22709923664122136,0.04580152671755725,0.3969465648854962,0.26717557251908397,0.06297709923664122,0.10877862595419847,0.6641221374045801,9,1071,0.010736196319018405,1,0,0,1,43857.235,0
deutsche bundesbank,DEU,2004,EUR,0.21215733015494637,0.08343265792610251,0.2133492252681764,0.13230035756853398,0.17878426698450536,0.17938021454112038,5.959475566150178e-4,0.7175208581644815,0.2824791418355185,0.34269662921348315,0.22142857142857142,0.19553072625698323,0.23873873873873874,0.24333333333333335,0.4119601328903654,1,0.21663778162911612,0.12478336221837089,0.4558058925476603,0.07972270363951472,0.12305025996533796,0.24783362218370883,0.5355285961871751,15,1678,0.017808801213960532,1,0,0,1,44427.028,0
deutsche bundesbank,DEU,2005,EUR,0.2014475271411339,0.1411338962605549,0.08745476477683957,0.28769601930036187,0.15078407720144751,0.13148371531966224,0,0.6960193003618818,0.3039806996381182,0.3413173652694611,0.2094017094017094,0.296551724137931,0.27044025157232704,0.408,0.3073394495412844,,0.14440993788819875,0.2484472049689441,0.26242236024844723,0.08695652173913043,0.2577639751552795,0.5062111801242236,0.34937888198757766,14,1658,0.019274349371436746,1,0,0,1,44815.222,0
deutsche bundesbank,DEU,2006,EUR,0.22705882352941176,0.05058823529411765,0.11176470588235295,0.2235294117647059,0.35705882352941176,0.027058823529411764,0.002352941176470588,0.7364705882352941,0.2635294117647059,0.27461139896373055,0.19767441860465115,0.15263157894736842,0.23684210526315788,0.3113673805601318,0.3695652173913043,0,0.5756172839506173,0.08950617283950617,0.018518518518518517,0.043209876543209874,0.27314814814814814,0.3626543209876543,0.06172839506172839,14,1700,0.017751410049380936,1,0,0,1,46617.825,0
deutsche bundesbank,DEU,2007,EUR,0.20444444444444446,0.0811111111111111,0.08833333333333333,0.43,0.185,0.009444444444444445,0.0016666666666666668,0.7505555555555555,0.24944444444444444,0.328804347826087,0.15753424657534246,0.1320754716981132,0.24031007751937986,0.27927927927927926,0.23529411764705882,0.3333333333333333,0.2546174142480211,0.3548812664907652,0.0079155672823219,0.009234828496042216,0.3733509234828496,0.7282321899736148,0.017150395778364115,15,1800,0.022707674619143532,1,0,0,1,48115.246,0
deutsche bundesbank,DEU,2008,EUR,0.14403829416884248,0.07919930374238468,0.07876414273281114,0.41993037423846824,0.27371627502175805,0.0026109660574412533,0.0017406440382941688,0.7558746736292428,0.24412532637075718,0.2719033232628399,0.14835164835164835,0.13259668508287292,0.22487046632124352,0.3179650238473768,0.3333333333333333,0.25,0.27369219105382864,0.3191811978771797,0.001516300227445034,0.0075815011372251705,0.3980288097043215,0.7172100075815011,0.009097801364670205,16,2298,0.027543563799887608,1,0,0,1,48714.444,0
deutsche bundesbank,DEU,2009,EUR,0.17642140468227424,0.04180602006688963,0.10033444816053512,0.47491638795986624,0.16722408026755853,0.038461538461538464,8.361204013377926e-4,0.6948160535117057,0.30518394648829433,0.3412322274881517,0.36,0.225,0.2869718309859155,0.33,0.391304347826087,1,0.08695652173913043,0.28388746803069054,0.029411764705882353,0.0639386189258312,0.5358056265984654,0.819693094629156,0.09335038363171355,14,1196,0.0024617067833697407,1,0,0,1,46099.926,0
deutsche bundesbank,DEU,2010,EUR,0.19333333333333333,0.074,0.11,0.4206666666666667,0.122,0.07866666666666666,0,0.6913333333333334,0.30866666666666664,0.32413793103448274,0.2072072072072072,0.2606060606060606,0.29952456418383516,0.34972677595628415,0.423728813559322,,0.09361233480176212,0.2841409691629956,0.11013215859030837,0.05616740088105727,0.45594713656387664,0.7400881057268722,0.16629955947136563,19,1500,0.011186903137789967,1,0,0,1,48148.084,0
deutsche bundesbank,DEU,2011,EUR,0.17792032410533423,0.05536799459824443,0.09925725860904794,0.4237002025658339,0.10938555030384875,0.13301823092505063,6.752194463200541e-4,0.6721809588116138,0.32781904118838623,0.3700189753320683,0.25,0.17687074829931973,0.30597609561752986,0.3765432098765432,0.4416243654822335,0.5,0.06102051551814834,0.31299316149395057,0.16728037874802734,0.10468174644923724,0.3540241977906365,0.667017359284587,0.2719621251972646,28,2962,0.02482460874257957,1,0,0,1,50038.553,0
deutsche bundesbank,DEU,2012,EUR,0.24576659038901602,0.04897025171624714,0.06659038901601831,0.36109839816933637,0.12105263157894737,0.15240274599542333,0.0013729977116704805,0.6590389016018307,0.34096109839816935,0.3743016759776536,0.19626168224299065,0.21993127147766323,0.32509505703422054,0.3780718336483932,0.3888888888888889,0.8333333333333334,0.0863948324586193,0.2898667743237788,0.24949535728704078,0.10375454178441663,0.2704884941461445,0.5603552684699233,0.35324989907145743,38,4370,0.021590310689836724,1,0,0,1,50157.852,0
deutsche bundesbank,DEU,2013,EUR,0.2465585806056898,0.035331905781584586,0.07188742734781278,0.42704190884062404,0.09008871214438666,0.1252676659528908,0.002294279596206791,0.6488222698072805,0.3511777301927195,0.37034739454094295,0.2554112554112554,0.2553191489361702,0.34169054441260743,0.34974533106960953,0.42735042735042733,0.4666666666666667,0.0594500866980431,0.3287094377012633,0.16076294277929154,0.07183552142680208,0.37924201139459995,0.7079514490958633,0.23259846420609365,58,6538,0.016061855670103164,1,0,0,1,50237.478,0
deutsche bundesbank,DEU,2014,EUR,0.23962516733601072,0.04779116465863454,0.09959839357429719,0.4314591700133869,0.08607764390896921,0.09370816599732262,0.001606425702811245,0.6781793842034806,0.32182061579651944,0.3346368715083799,0.22408963585434175,0.21908602150537634,0.3220601923673596,0.35303265940902023,0.4185714285714286,0.3333333333333333,0.073739653875094055,0.37898169049410585,0.12415349887133183,0.07348883872585904,0.34963631803360923,0.7286180085277151,0.19764233759719088,54,7470,0.007701049128431848,1,0,0,1,51137.331,0
deutsche bundesbank,DEU,2015,EUR,0.24100661396999515,0.03016615583158574,0.08727214066784965,0.41119535408936925,0.11130827552831102,0.1180835618648169,9.678980480722697e-4,0.6715599290208099,0.3284400709791902,0.35943775100401604,0.17647058823529413,0.21626617375231053,0.31816398587681444,0.32753623188405795,0.4262295081967213,0,0.08812615955473098,0.2786023500309215,0.16202844774273345,0.08750773036487322,0.3837353123067409,0.6623376623376623,0.24953617810760667,49,6199,0.0067964195454958505,1,0,0,1,51450.805,0
